start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/56 with read ROI [700:5700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/85 with read ROI [700:5700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/289 with read ROI [700:5700, 8368:12368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 8368:12368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1150 with read ROI [700:5700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/105 with read ROI [700:5700, 24368:28368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 24368:28368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/392 with read ROI [700:5700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [700:5700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/400 with read ROI [700:5700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [700:5700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/331 with read ROI [700:5700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1385 with read ROI [700:5700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2991 with read ROI [700:5700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2378 with read ROI [700:5700, 48368:52368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/921 with read ROI [700:5700, 56368:60368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 56368:60368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2144 with read ROI [700:5700, 60368:63624, 28368:32368] (5000, 3256, 4000) and write ROI [700:5700, 60368:63624, 28368:32368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/37 with read ROI [5700:10700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [5700:10700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/127 with read ROI [5700:10700, 8368:12368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/823 with read ROI [5700:10700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [5700:10700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/236 with read ROI [5700:10700, 16368:20368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 16368:20368, 20368:24368] (5000, 4000, 4000)
